"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 11 09:43:37 CST 2019","Mon Nov 11 09:43:37 CST 2019","1","testcase","test_1","","","","test_1",""
